Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,20,CS,96.04,64.62,77.4,55.81,74.18,5.33,54.05,87.61,A,10.6,0,1,Not Reported,1,7,7.3
Female,20,Business,55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.513,C,24.8,0,1,Bachelor's,1,10,4.3
Female,23,Engineering,60.55,76.15,84.19,62.3,77.13,6.14,52.75,93.72,B,20.5,0,1,Master's,0,9,7.8
Male,18,CS,68.51,97.121,74.16,53.16,69.91,6.79,84.86,52.4495,B,13.9,0,1,Not Reported,0,8,5.5
Female,23,Engineering,90.44,96.27,80.15,85.57,86.89,0.84,97.96,60.94,A,26.3,0,1,Not Reported,1,3,5.2
Female,20,CS,63.46,65.66,84.76,68.37,51.25,3.14,82.94,60.39,C,22.3,1,1,Not Reported,1,2,7.4
Female,24,Engineering,94.1,83.41,47.99,54.68,77.05,0.05,63.77,70.65,A,18.6,0,1,Master's,0,10,8.6
Male,19,Business,52.899,89.77,52.03,91.0,55.69,3.16,59.09,82.29,F,12.5,0,1,Not Reported,0,3,4.2
Female,23,CS,97.05,93.93,81.32,84.18,71.8,3.35,61.64,57.65,B,28.9,0,1,PhD,0,8,4.7
Female,23,Engineering,78.04,44.09,91.03,72.61,89.56,6.3,61.08,95.78,F,26.0,1,1,Not Reported,1,6,5.3
Female,24,Mathematics,82.94,58.12,64.56,62.37,57.12,1.99,65.69,88.86,F,8.4,0,1,High School,1,3,8.6
Female,24,Engineering,68.38,59.21,96.79,57.59,96.79,0.3,54.87,70.97,A,25.2,0,1,Master's,0,2,8.4
Female,24,CS,75.4314094558,66.07,52.96,72.92,94.43,3.16,94.79,79.2,D,8.0,0,1,Master's,1,1,8.5
Female,18,Engineering,58.33,50.16,65.0,94.26,70.75,8.26,94.26,77.09,C,11.2,1,1,High School,1,8,5.9
Female,20,Engineering,52.899,69.77,62.71,59.42,50.3,3.99,80.76,79.11,D,28.9,0,1,Bachelor's,1,3,5.2
Male,20,Engineering,69.78,79.79,95.82,78.43,89.49,4.15,53.1,93.01,A,26.7,1,1,High School,2,3,5.0
Male,22,Business,92.68,69.84,57.12,98.08,94.04,4.69,90.2,60.01,B,20.2,0,1,Bachelor's,0,5,8.4
Female,18,Engineering,87.75,79.95,68.25,81.86,58.74,7.52,53.09,84.19,A,22.5,0,1,Not Reported,0,5,5.2
Male,22,Business,75.86,43.99,51.23,72.0,95.81,4.8,55.32,55.35,F,7.2,1,1,Master's,1,9,6.7
Female,22,Engineering,78.61,92.56,71.28,85.82,95.7,0.91,66.26,72.96,F,13.3,0,1,Bachelor's,2,5,5.7
Female,22,CS,56.49,96.34,91.44,91.23,73.56,2.06,71.57,81.79,D,13.1,0,1,High School,1,7,6.5
Female,21,Engineering,92.03,77.07,58.24,74.81,89.9,1.88,67.69,52.4495,A,6.3,1,1,Not Reported,0,7,5.7
Male,22,Business,89.35,92.88,88.65,93.59,72.25,5.08,58.26,55.4,A,22.6,1,1,High School,2,7,5.5
Female,23,Engineering,82.82,47.89,94.68,75.73,78.2,0.3,55.61,54.56,C,12.7,1,1,Not Reported,1,5,6.1
Female,19,CS,73.31,87.85,44.38,91.5,65.99,2.84,92.97,68.73,F,20.8,0,1,PhD,1,3,5.7
Male,23,CS,97.5205,47.15,85.39,97.6,57.97,6.07,68.16,81.1,B,6.3,0,1,Not Reported,1,7,8.2
Male,23,CS,93.95,64.48,55.32,75.06,87.33,3.55,60.93,97.513,B,6.3,0,1,Bachelor's,0,8,6.9
Female,20,CS,75.4314094558,59.43,50.52,80.25,50.07,7.08,74.35,62.7,D,9.3,1,1,PhD,1,4,4.9
Male,21,Engineering,68.59,75.14,76.07,80.47,78.98,3.91,51.84,56.8,A,22.6,0,1,Not Reported,1,6,5.2
Male,22,CS,80.9,58.09,82.34,89.07,93.23,9.79,80.01,70.74,C,20.1,1,1,Not Reported,2,5,4.3
Female,20,Business,78.77,78.24,63.69,91.15,61.06,9.65,62.42,57.3,B,10.0,1,1,Not Reported,0,10,5.5
Female,18,CS,75.4314094558,62.04,42.978,51.36,66.64,8.0,79.91,52.4495,B,18.1,1,1,Master's,1,2,7.3
Female,18,CS,65.33,91.65,94.52,86.67,79.37,9.54,80.71,78.2,D,20.5,0,1,Master's,1,1,4.9
Male,20,Engineering,70.35,78.03,83.84,89.19,62.34,2.05,90.46,93.98,C,28.5,0,0,Master's,2,6,4.5
Male,19,CS,78.7,52.92,56.3,85.02,92.37,7.51,61.5,93.04,A,24.1,0,1,PhD,0,10,5.6
Male,20,Business,71.41,60.17,69.81,74.81,68.33,3.22,73.17,55.04,B,8.4,1,1,Master's,1,6,7.1
Female,20,CS,63.18,90.85,42.978,52.07,79.08,7.25,98.09,57.37,F,11.8,0,1,PhD,1,7,6.4
Male,21,Engineering,88.05,63.19,60.36,72.1,61.31,3.74,86.36,74.56,B,15.1,0,1,Master's,1,5,5.7
Male,18,Business,76.57,72.15,71.35,90.91,52.07,2.89,98.77,68.39,C,7.6,1,1,Not Reported,2,1,8.4
Female,18,Engineering,53.38,78.94,71.03,96.7,58.69,9.59,96.37,85.15,D,18.9,0,1,PhD,1,6,6.3
Female,22,CS,68.42,60.87,52.49,61.47,52.31,2.1,80.54,74.75,A,27.7,1,1,Master's,1,4,6.3
Female,23,Engineering,94.25,57.64,86.6,78.96,73.43,7.59,63.2,52.4495,B,12.7,1,1,Not Reported,1,7,4.2
Male,20,Business,87.76,68.52,57.93,90.22,79.33,6.75,87.85,64.23,A,28.9,0,1,Master's,0,2,7.2
Female,20,Mathematics,66.16,52.89,74.82,87.62,52.23,3.03,84.91,95.07,A,11.2,1,1,High School,0,9,6.3
Male,19,Business,96.91,57.05,56.29,80.94,54.52,4.58,79.44,75.58,A,16.8,0,1,High School,0,7,4.7
Male,24,CS,53.83,43.72,65.51,50.93,74.28,1.43,84.89,89.9,F,13.6,1,1,Not Reported,1,5,5.2
Female,24,Mathematics,97.5205,58.24,52.45,74.81,89.96,9.21,80.68,70.11,A,12.7,1,0,Master's,0,2,5.0
Female,18,CS,62.29,59.24,77.98,74.81,81.4,9.68,75.97,83.85,D,14.4,0,1,Not Reported,1,1,4.6
Female,19,CS,52.899,97.121,65.54,86.14,55.24,7.32,70.8,58.45,D,6.3,0,1,Not Reported,0,5,6.2
Female,21,Business,71.69,75.38,42.978,88.29,94.38,8.49,52.24,86.83,B,18.3,0,1,Not Reported,1,10,5.8
Female,22,CS,67.95,87.24,42.978,71.55,95.87,0.83,93.28,89.33,C,23.5,0,1,High School,0,5,5.8
Male,19,CS,76.95,43.29,68.27,99.69,66.25,3.84,93.28,54.51,C,26.6,0,1,Not Reported,0,3,5.3
Male,18,CS,89.84,46.39,50.99,88.54,80.8,3.31,79.7,59.17,A,13.1,0,1,Master's,0,9,6.2
Male,21,Engineering,75.4314094558,88.87,75.1,78.93,74.62,5.65,63.39,73.14,D,18.8,0,1,Bachelor's,2,10,6.7
Female,20,Business,70.06,77.41,64.49,96.71,97.1,1.83,51.41,81.87,A,27.3,1,1,Master's,0,1,7.1
Male,21,Engineering,71.49,51.46,79.27,95.41,75.44,5.63,50.07,81.87,B,25.0,0,1,High School,0,5,5.1
Female,23,CS,57.41,64.29,96.79,90.73,98.0,6.54,53.65,83.41,F,16.6,0,1,Not Reported,2,4,7.6
Female,19,Engineering,52.899,72.32,71.72,78.18,59.97,1.32,67.99,85.72,C,9.1,0,1,Master's,1,2,4.2
Male,18,Mathematics,82.06,90.62,87.24,74.81,67.28,1.32,59.42,75.29,A,19.0,0,0,Not Reported,1,1,7.8
Male,19,Business,53.22,43.62,85.18,74.81,89.07,0.35,63.25,78.74,D,28.9,1,1,Not Reported,2,10,5.4
Female,20,CS,86.69,75.8,95.31,62.54,89.18,7.61,84.98,52.4495,A,23.9,0,0,Not Reported,1,4,5.9
Male,24,Mathematics,75.4314094558,83.02,52.84,74.81,86.61,3.31,97.96,58.33,F,26.2,0,1,High School,1,6,6.9
Female,20,Business,59.93,97.121,89.64,78.89,92.98,2.25,60.34,74.93,F,9.7,0,1,Bachelor's,1,8,7.1
Male,18,CS,76.98,88.43,94.33,74.81,85.13,7.78,73.28,87.28,B,27.6,1,1,Not Reported,1,10,6.1
Male,23,CS,75.4314094558,56.57,63.57,96.13,81.8,1.43,99.57,90.45,F,6.3,0,1,Master's,2,2,8.7
Male,22,CS,71.94,82.57,58.83,77.86,72.95,4.27,96.58,86.45,F,26.6,0,0,Bachelor's,2,2,8.3
Male,21,Business,75.4314094558,85.8,96.79,76.33,73.35,7.45,67.62,74.32,C,11.0,0,1,Master's,1,6,5.1
Male,21,CS,73.1,83.78,77.66,71.78,70.31,5.74,65.98,64.06,F,20.6,1,0,PhD,0,4,6.9
Female,20,Engineering,57.43,89.21,62.84,52.9,81.01,5.54,62.11,72.24,D,12.3,0,1,High School,2,10,7.6
Male,19,CS,86.19,94.22,87.51,94.12,70.33,1.57,57.77,52.4495,A,8.4,0,1,Not Reported,0,9,5.1
Male,24,Mathematics,59.34,45.91,58.27,74.81,57.37,1.81,73.0,79.9,D,11.2,0,1,Not Reported,0,4,4.2
Male,19,CS,86.93,46.29,50.58,82.12,55.33,5.83,67.06,53.73,A,16.8,0,1,Bachelor's,0,2,8.8
Female,23,Mathematics,73.97,87.78,72.64,80.37,96.22,0.24,87.24,57.27,F,28.0,0,1,PhD,0,1,8.8
Female,22,Mathematics,72.69,55.14,73.97,74.81,51.24,8.69,61.84,81.3,A,14.7,0,1,Not Reported,1,6,5.6
Female,19,CS,92.57,43.51,89.54,76.29,55.27,3.5,86.82,52.4495,A,6.4,0,1,PhD,0,1,5.2
Female,21,Engineering,85.43,64.07,67.42,59.07,72.27,4.17,64.41,78.68,A,6.3,0,1,Bachelor's,0,6,4.8
Female,24,CS,52.899,89.19,88.88,64.03,63.15,2.58,79.64,81.92,D,10.2,0,1,Master's,0,8,7.4
Male,19,Mathematics,64.81,47.59,58.68,76.21,70.29,8.77,81.92,89.41,F,6.3,1,1,Not Reported,0,6,7.8
Male,24,Engineering,93.55,80.31,74.52,89.47,55.87,6.43,83.59,53.4,B,14.3,0,1,PhD,1,4,6.1
Male,22,CS,52.899,43.29,52.51,71.6,56.55,4.5,58.77,52.4495,D,14.6,0,1,High School,1,2,5.2
Female,21,CS,77.26,46.58,63.13,74.81,90.03,5.85,64.14,88.34,C,28.9,0,1,Bachelor's,1,5,6.2
Female,24,CS,86.39,61.05,91.45,54.4,87.96,3.8,62.31,64.5,A,12.7,0,1,Not Reported,1,5,6.6
Male,19,Mathematics,81.09,45.02,52.96,83.15,55.21,4.66,78.81,94.36,F,20.0,0,1,Master's,0,8,6.7
Female,21,Engineering,88.03,90.75,88.61,71.17,83.39,3.58,53.79,59.25,B,25.5,0,1,High School,1,3,6.2
Female,20,Business,86.28,91.84,56.97,56.27,80.47,4.11,75.91,79.28,A,17.8,1,0,Bachelor's,1,2,4.2
Female,20,CS,75.4314094558,85.33,42.978,74.81,85.67,3.15,54.37,55.47,C,22.4,0,1,Bachelor's,0,1,6.4
Male,23,CS,75.4314094558,54.55,46.6,60.38,73.72,0.78,66.85,70.13,A,28.9,0,1,High School,1,2,5.7
Male,20,Mathematics,82.28,71.39,84.75,75.45,63.5,0.37,84.34,94.1,F,13.1,1,1,High School,0,2,6.8
Female,19,CS,70.12,51.05,55.72,65.31,83.18,1.74,70.63,80.42,A,6.9,0,1,Master's,0,1,4.3
Female,22,Mathematics,73.6,56.88,79.25,96.58,68.57,2.52,64.02,84.48,D,15.8,0,1,Not Reported,1,8,8.4
Female,21,CS,85.84,70.96,81.95,61.41,60.95,8.9,80.79,61.3,B,18.5,0,1,Bachelor's,0,8,8.4
Female,24,CS,93.82,84.1,60.71,71.0,70.43,6.11,87.01,96.14,B,19.5,0,1,High School,0,10,6.8
Male,18,Engineering,63.61,45.68,68.5,97.97,88.16,9.58,62.73,81.17,F,23.5,0,1,Not Reported,0,4,7.7
Female,20,Mathematics,67.1,57.8,64.23,65.94,73.79,3.4,64.97,55.29,F,27.5,0,0,Not Reported,0,3,6.2
Male,20,Mathematics,96.54,95.6,96.79,74.81,64.99,4.02,82.01,52.4495,A,17.5,0,1,Bachelor's,0,1,7.0
Male,18,CS,78.93,65.75,59.2,65.84,91.59,7.2,98.26,52.4495,A,8.6,0,1,Master's,1,8,7.1
Male,24,CS,58.95,96.33,51.0,55.53,94.08,5.78,60.69,52.56,F,15.1,0,0,Master's,0,8,5.8
Female,24,Engineering,75.4314094558,97.121,61.94,81.38,71.66,5.28,82.71,95.58,C,8.9,0,1,PhD,2,4,8.8
Male,18,Engineering,97.5205,71.6,80.17,95.8,68.73,5.76,95.33,67.92,A,9.6,0,1,Master's,2,5,7.0
Male,24,Business,91.17,57.28,81.84,72.63,80.63,5.84,73.1,64.91,A,6.3,0,1,Not Reported,1,4,8.8
Female,19,CS,87.29,87.45,95.44,81.31,52.9,7.66,65.84,70.83,A,28.2,0,0,Master's,0,5,6.2
Female,24,Mathematics,60.4,49.56,92.91,74.81,84.57,6.68,83.34,70.48,A,23.6,0,1,PhD,2,4,4.2
Female,21,Engineering,75.4314094558,55.12,57.3,70.75,89.11,9.57,51.57,61.92,A,7.5,0,1,Bachelor's,1,9,5.5
Male,24,Business,76.29,87.09,67.31,80.74,69.87,9.48,68.01,54.59,C,28.0,0,1,Master's,0,1,7.3
Female,20,Engineering,94.46,66.02,84.84,74.81,58.73,4.22,62.9,55.43,A,26.8,0,1,PhD,1,10,8.6
Male,22,Engineering,66.49,52.09,94.99,68.9,51.44,0.36,61.23,79.96,F,27.7,1,1,Master's,0,10,7.1
Male,19,Mathematics,53.1,79.07,60.23,72.12,81.86,0.11,58.99,69.84,C,7.4,0,1,Master's,1,3,6.4
Female,19,Engineering,73.8,83.97,66.67,93.2,63.45,1.23,86.85,95.12,B,7.0,0,1,Not Reported,1,7,4.4
Male,24,Business,63.49,47.5,93.97,67.42,73.19,0.75,97.75,73.19,F,6.7,0,1,PhD,0,6,4.7
Male,22,Mathematics,85.76,56.62,61.51,81.76,69.32,3.73,69.24,75.17,A,28.9,0,1,Master's,0,8,4.3
Male,22,Engineering,97.5205,53.28,68.83,74.81,58.74,0.53,52.46,96.41,B,21.5,0,1,Bachelor's,2,6,7.6
Male,23,Engineering,84.55,62.79,94.27,62.63,75.42,6.25,85.95,75.08,B,9.4,0,1,PhD,1,8,8.2
Female,22,CS,94.35,85.81,88.13,82.42,72.98,1.9,76.91,75.1,A,28.2,0,1,Not Reported,0,1,4.8
Male,24,CS,72.65,82.82,54.61,88.12,81.21,5.14,86.18,68.16,B,16.1,1,1,PhD,1,9,5.6
Female,24,CS,88.58,79.75,59.49,73.11,62.59,1.03,82.4,85.52,A,24.6,1,1,Master's,0,5,6.4
Male,18,CS,92.15,43.29,61.18,66.75,60.73,8.28,95.27,69.61,A,20.9,0,1,Master's,2,10,4.7
Male,20,CS,85.54,48.53,94.76,95.51,90.72,7.8,57.02,79.42,A,21.2,1,1,PhD,1,2,6.1
Female,23,CS,75.39,53.4,96.79,56.79,85.11,3.86,58.46,72.37,C,16.0,0,1,Bachelor's,2,1,8.8
Male,24,CS,81.29,56.32,86.44,86.04,88.61,9.11,67.08,76.44,C,14.9,0,0,PhD,2,4,7.6
Male,18,Engineering,85.03,48.79,69.06,84.51,56.16,1.86,74.57,91.35,A,9.0,1,1,Master's,2,10,4.8
Male,23,CS,75.4314094558,64.62,42.978,84.51,61.2,8.14,96.29,70.69,B,6.8,0,1,Master's,0,8,4.5
Male,20,CS,90.48,44.51,81.85,74.81,78.78,5.46,95.35,61.5,B,28.2,1,1,Not Reported,2,3,6.2
Male,23,Engineering,97.52,85.0,63.36,86.41,92.86,3.3,93.59,78.52,A,28.4,1,1,Bachelor's,0,10,8.8
Male,18,Engineering,73.26,87.26,77.98,65.08,94.61,0.84,61.13,96.88,D,21.0,0,1,Not Reported,0,4,8.0
Female,21,Engineering,85.05,74.46,76.4,67.67,91.6,1.71,86.48,84.66,B,14.7,1,1,Master's,0,2,5.5
Female,24,Engineering,86.85,45.38,68.85,69.56,52.17,8.63,69.17,65.42,A,6.3,0,1,Bachelor's,1,2,4.2
Female,20,Business,83.11,93.4,96.66,51.54,91.04,6.07,96.56,97.513,B,16.2,0,1,Bachelor's,1,2,6.1
Male,19,Engineering,77.36,97.121,42.978,74.81,94.95,2.37,60.73,67.14,A,21.5,0,1,Not Reported,1,10,4.8
Male,20,Engineering,94.08,52.14,82.73,53.68,52.84,4.96,57.06,97.513,B,12.5,1,1,PhD,2,1,4.9
Male,20,Mathematics,72.45,82.28,64.59,84.99,70.81,1.08,92.12,59.6,F,13.6,0,1,PhD,1,10,4.8
Female,20,Business,53.06,90.52,82.83,74.81,76.83,0.99,85.85,97.513,F,16.8,0,0,Not Reported,1,10,7.6
Male,21,Engineering,75.4314094558,72.39,80.51,92.19,61.64,9.08,91.07,53.8,B,17.4,1,0,Bachelor's,1,5,4.2
Female,24,Engineering,83.7,59.4,42.978,77.67,75.83,4.58,57.9,85.66,C,23.6,1,1,Bachelor's,1,5,6.8
Male,18,CS,92.46,68.71,57.12,86.26,94.3,3.62,94.24,87.02,A,17.5,0,1,Bachelor's,1,3,7.8
Male,24,Engineering,56.93,70.74,51.35,65.14,93.35,9.49,83.88,83.98,C,26.1,0,1,PhD,2,3,4.8
Male,19,Mathematics,52.899,64.04,50.02,87.28,96.99,3.99,82.58,88.88,C,17.1,0,1,Master's,0,8,8.5
Female,18,Engineering,96.72,95.79,83.71,67.17,74.21,3.36,79.13,73.59,A,6.3,0,1,Bachelor's,1,10,4.4
Male,23,Mathematics,57.39,84.63,54.37,95.14,70.53,2.73,88.24,52.71,C,8.5,0,0,Bachelor's,0,7,7.4
Female,23,Engineering,90.48,54.48,68.48,58.17,83.29,5.65,70.78,67.89,A,23.0,0,1,High School,1,4,4.9
Male,23,Mathematics,75.4314094558,75.13,54.82,65.79,70.84,5.58,56.64,82.12,A,16.3,0,1,Not Reported,2,8,8.0
Male,18,Engineering,85.44,81.32,74.81,74.94,52.1,0.16,76.96,82.31,A,16.5,1,1,PhD,0,10,6.9
Female,22,CS,56.56,48.41,83.23,88.79,86.0,6.54,87.41,59.76,C,28.9,1,1,High School,2,9,6.9
Male,21,Engineering,83.37,61.51,59.86,87.44,64.05,7.88,57.68,62.65,D,19.3,0,1,Master's,1,6,5.7
Male,22,CS,94.45,94.33,76.18,60.54,52.45,6.16,61.2,74.33,B,7.9,0,1,Not Reported,1,7,5.4
Male,24,CS,71.28,74.03,89.49,57.21,51.03,8.7,84.83,86.43,A,15.8,0,1,Master's,1,7,6.3
Male,23,Business,70.68,53.02,45.65,65.2,96.57,2.76,63.48,92.64,C,19.0,1,1,Not Reported,0,5,7.8
Female,21,CS,75.4314094558,47.37,82.64,74.19,62.6,1.92,58.5,54.32,C,6.3,0,1,Not Reported,2,4,4.8
Female,18,Business,54.11,71.09,59.39,76.95,72.39,6.97,94.47,96.28,F,14.1,0,1,Bachelor's,0,2,8.1
Male,23,CS,94.6,72.86,47.36,71.46,97.53,1.89,58.04,96.39,A,28.9,0,1,Bachelor's,1,1,6.4
Male,18,CS,93.46,60.06,72.74,83.15,73.38,0.91,67.21,52.4495,A,23.8,1,1,Master's,2,8,6.3
Female,21,Mathematics,97.5205,77.82,53.58,71.38,53.93,0.97,71.42,75.32,A,14.3,0,0,Master's,0,2,4.2
Male,18,CS,79.26,44.12,89.28,97.32,77.6,7.68,73.81,79.36,D,11.6,0,1,Master's,1,8,4.6
Female,18,Engineering,87.56,48.71,42.978,63.05,54.41,0.29,68.07,77.69,A,12.1,0,0,Master's,0,9,6.2
Male,19,Engineering,60.13,72.78,45.92,81.37,54.75,2.89,95.63,80.79,F,25.7,0,1,Not Reported,0,4,8.8
Female,24,Engineering,83.38,43.71,71.26,80.57,92.57,1.29,82.93,75.17,F,15.0,0,1,High School,0,1,5.3
Female,22,Mathematics,82.49,92.85,75.34,64.08,64.47,7.55,67.97,64.69,F,26.1,0,1,High School,2,6,4.2
Female,22,Engineering,95.06,48.53,83.79,70.58,83.93,5.03,67.89,54.79,B,27.7,0,1,Not Reported,1,8,6.2
Female,22,Engineering,91.54,80.44,55.56,68.27,75.45,2.05,75.15,60.42,B,16.6,0,1,Master's,0,1,4.2
Male,20,Business,96.92,63.47,90.51,58.62,61.12,7.5,51.68,87.01,A,28.6,0,1,Not Reported,2,5,5.7
Male,19,CS,93.44,63.99,96.79,74.81,75.89,7.5,96.33,62.05,A,12.5,0,1,Not Reported,0,1,5.8
Female,23,Engineering,93.43,85.89,69.94,69.33,53.45,5.23,61.17,91.49,B,11.5,0,1,High School,1,7,4.2
Female,23,Mathematics,53.19,69.97,85.63,58.92,67.36,2.76,84.88,70.17,C,7.7,0,1,Not Reported,1,6,7.9
Female,23,Engineering,92.3,83.54,71.49,72.49,76.14,5.86,88.89,70.72,A,11.1,0,1,PhD,1,4,8.6
Female,22,Business,80.37,70.31,44.17,71.09,61.42,9.34,91.37,93.42,C,24.3,0,1,Master's,0,8,8.8
Male,24,Engineering,75.4314094558,75.57,59.57,56.57,83.01,0.52,58.28,60.71,D,15.1,0,1,Master's,1,8,6.5
Female,22,Business,52.899,85.64,45.25,56.56,52.59,2.67,76.83,59.48,F,8.7,1,1,Not Reported,2,2,5.5
Female,24,Mathematics,83.88,76.44,96.79,82.38,74.24,2.85,54.18,97.513,D,7.7,0,1,Not Reported,0,5,7.6
Female,19,CS,66.41,76.94,53.74,85.33,85.75,6.32,90.24,77.03,D,17.3,0,1,Not Reported,0,1,7.7
Female,24,CS,73.39,87.35,78.15,97.06,71.5,6.51,74.32,59.53,C,18.5,0,1,Master's,2,3,5.9
Female,18,Engineering,84.09,96.95,57.06,54.35,93.73,2.06,57.92,58.29,A,24.9,0,1,Not Reported,0,3,6.8
Female,22,Business,95.59,62.6,79.19,55.89,81.61,2.16,85.93,93.08,A,22.9,0,1,Not Reported,0,10,8.1
Female,23,CS,91.27,74.63,52.62,52.59,97.92,9.28,66.56,79.99,B,9.2,0,1,High School,0,3,4.9
Male,18,CS,72.53,45.18,87.12,76.61,64.21,7.56,55.73,55.75,C,11.9,0,1,Master's,0,3,4.2
Female,22,CS,69.39,61.53,46.65,81.14,96.94,9.34,73.05,94.35,D,22.3,1,1,High School,1,10,6.7
Female,21,Mathematics,61.99,64.72,93.71,74.81,80.34,8.3,61.76,72.2,A,9.5,0,1,High School,0,2,7.3
Female,20,Engineering,68.62,90.11,90.43,89.9,87.26,4.02,97.51,97.513,F,25.1,0,1,PhD,0,7,6.9
Male,22,Engineering,75.4314094558,70.8,80.73,84.33,95.11,1.22,68.07,64.09,B,21.4,0,1,Master's,2,7,7.0
Male,21,CS,97.5205,83.86,44.04,99.29,77.56,6.3,78.62,76.44,A,18.4,1,1,PhD,1,4,6.0
Male,19,CS,78.7,43.29,52.51,74.81,93.11,3.52,97.42,58.66,D,21.1,0,1,High School,0,8,7.3
Female,21,CS,56.39,67.87,91.56,52.92,77.08,4.25,69.69,71.99,D,7.5,0,1,Master's,0,10,4.2
Female,19,CS,67.64,94.08,47.32,63.74,79.96,4.26,67.91,58.83,C,18.7,0,1,Not Reported,2,10,4.8
Female,22,Mathematics,77.35,53.46,49.36,50.95,72.25,9.37,58.12,65.36,A,16.3,1,1,Not Reported,2,8,6.2
Male,19,Mathematics,76.64,43.29,72.64,96.63,57.28,0.69,96.92,63.49,A,17.8,0,1,Not Reported,2,4,8.7
Female,21,CS,52.899,66.0,56.45,65.2,77.68,1.93,90.04,64.15,D,13.4,1,1,PhD,2,6,7.2
Male,24,CS,97.5205,82.27,53.32,77.62,98.87,6.08,61.05,97.513,B,16.7,0,1,High School,1,6,5.8
Male,20,CS,63.77,67.27,74.55,74.81,89.36,8.84,66.63,52.4495,B,27.1,0,1,Bachelor's,0,5,6.3
Male,18,Engineering,52.899,67.6,62.35,62.29,87.37,9.18,95.75,74.84,C,13.6,0,1,Master's,2,4,8.2
Male,18,CS,53.82,80.19,48.43,57.62,82.17,5.59,76.86,81.46,C,6.3,0,1,Not Reported,1,9,6.7
Male,20,CS,79.01,55.26,72.09,66.02,67.4,0.35,77.82,83.04,C,11.4,0,1,Not Reported,1,6,4.2
Female,23,CS,56.89,85.11,63.22,80.77,58.48,3.63,82.41,87.73,C,16.4,1,1,High School,1,7,6.1
Female,18,Business,52.899,49.19,84.07,98.58,61.23,9.19,88.11,88.05,D,18.3,1,1,Not Reported,1,5,5.9
Male,22,Business,68.98,63.75,46.17,74.81,50.32,5.0,96.96,97.513,D,15.7,1,1,High School,1,2,8.5
Female,23,Engineering,81.14,79.36,77.24,76.64,83.67,7.27,90.11,87.78,A,25.7,0,1,Not Reported,0,6,5.5
Female,22,CS,75.4314094558,89.7,66.19,51.76,90.59,2.69,96.73,91.18,A,27.9,1,1,Not Reported,0,3,4.3
Male,21,Mathematics,65.67,87.49,64.36,92.0,63.45,0.25,91.03,76.62,A,17.2,1,1,Bachelor's,1,10,5.8
Male,21,Mathematics,70.89,83.3,53.94,52.24,54.59,5.78,52.32,82.88,C,6.9,1,1,High School,1,6,4.2
Female,23,CS,57.97,61.55,42.978,95.31,66.79,8.35,55.88,73.91,D,15.5,0,1,High School,2,3,8.2
Female,23,CS,75.3,47.34,90.86,76.93,64.6,9.9,94.24,63.82,F,9.5,0,1,Master's,1,8,7.0
Female,23,Engineering,54.26,53.01,59.58,58.42,72.54,8.47,51.38,65.67,C,12.1,0,1,Master's,2,7,6.3
Female,23,CS,52.899,91.89,80.87,72.59,63.21,5.54,89.71,68.03,D,25.8,0,1,Bachelor's,0,1,5.8
Male,19,Engineering,75.99,91.44,96.79,99.75,66.99,6.09,92.49,67.03,F,18.4,0,1,Not Reported,2,4,6.1
Female,24,Engineering,62.39,97.09,73.9,65.25,95.38,8.24,70.77,76.66,D,25.7,0,1,Master's,0,2,7.9
Male,23,Engineering,54.77,44.56,63.83,63.47,66.74,0.2,67.74,62.38,C,28.9,0,0,PhD,1,6,4.9
Male,24,CS,71.2,72.21,56.1,55.9,89.28,9.52,59.72,75.83,D,18.6,0,1,Not Reported,0,5,4.4
Female,23,Engineering,95.76,78.92,96.04,79.86,81.29,5.31,52.45,95.81,A,27.8,0,1,Not Reported,0,2,6.8
Female,21,Mathematics,86.21,82.64,80.92,54.46,66.88,9.52,87.27,70.3,A,22.1,0,1,Not Reported,0,1,8.3
Female,22,CS,90.78,78.63,79.92,88.3,90.89,7.65,53.69,61.13,A,7.5,0,1,Bachelor's,1,7,6.8
Male,24,Engineering,93.6,86.2,65.57,95.96,79.75,1.52,97.23,67.34,A,15.4,0,1,Master's,0,9,8.0
Male,21,CS,97.5205,61.57,90.7,74.81,50.43,1.65,64.84,93.84,B,21.5,0,1,Master's,2,9,8.5
Male,18,CS,88.16,50.77,82.82,55.4,53.44,3.54,89.71,97.08,B,22.6,0,1,Not Reported,1,10,4.4
Male,19,Engineering,80.42,52.28,56.99,77.91,87.63,2.64,52.98,94.33,D,26.5,0,1,Master's,1,3,6.9
Female,19,CS,68.27,43.29,75.97,74.81,72.33,4.39,76.81,64.37,C,20.9,1,1,Bachelor's,1,6,8.2
Male,22,CS,59.08,61.02,65.81,78.6,70.28,6.04,67.45,69.39,D,7.3,0,0,Not Reported,0,10,7.2
Male,23,CS,75.4314094558,45.5,42.978,90.75,57.29,4.37,51.5,97.513,C,8.6,0,1,Not Reported,1,1,7.0
Female,21,Engineering,97.5205,59.29,88.46,76.89,57.87,0.56,82.79,66.19,A,13.2,0,1,Not Reported,1,1,7.9
